တိုင္း/ျပည္နယ္ (ျမန္မာ),ျမို့နယ္ (ျမန္မာ),အမ်ိုးအစား (ျမန္မာ),အမည္ (ျမန္မာ),လတၱီက်ု့,ေလာင္ဂ်ီက်ု့,ဖုန္းနံပါတ္,,,,,,
SR_MM_NAME,TS_MM_NAME,TYPE_MM,NAME_MM,LAT,LONG,Ph_no,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊလ၀င္း,21.977615,96.078058,02 406 0041,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ခ်မ္းေအးသာဇံျမိဳ ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမန္မာနယူးပါ၀ါကုမၸဏီ,21.895624,96.094402,09 40251 0661,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,ျမိဳ႕နယ္လ်ွပ္စစ္အင္ဂ်င္နီယာရံုး,လ်ွပ္စစ္ႏွင့္စြမ္းအင္၀န္ႀကီးဌာန,21.899324,96.103677,02 515 3500,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,ဓာတ္အားခြဲရံု,ပစိဖိတ္လ်ွပ္စစ္ျဖန့္ျဖဴးေရးကုမၸဏီ,21.89948,96.104055,09 797 593484,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,ဓာတ္အားခြဲရံု,အမ္အီးအက္စီ,21.885989,96.127191,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,ဓာတ္အားခြဲရံု,အမ္အီးအက္စီ,21.913569,96.122627,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,ဓာတ္အားခြဲရံု,တံခြန္တိုင္ပင္မဓာတ္အားခြဲရံု,21.917048,96.081096,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,ဓာတ္အားခြဲရံု,၀င္းလ်ွပ္စစ္,21.886851,96.10388,09 202 1046,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဘ၀သစ္,21.92786,96.086549,09 40252 7791,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇြဲမာန္,21.901771,96.08272,09 681 5705,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကို၀င္းေဌး,21.895123,96.094556,09 798 788123,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္ႀကယ္စင္,21.909516,96.115066,09 44853 6090,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထြန္းေရႊ,21.887539,96.109886,02 515 4081,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဓူ၀ံႀကယ္,21.903414,96.081667,09 974 348118,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟိန္း,21.902871,96.082239,09 203 0593,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လြင္ရတီ,21.904258,96.081672,09 910 47971,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စြမ္းထက္,21.905069,96.081766,09 910 02575,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၇၃၅လ်ွပ္စစ္,21.901608,96.083577,09 44401 1735,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟိန္းလ်ွပ္စစ္ဆိုင္,21.922606,96.088731,09 40249 3002,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မိဘေမတၱာ,21.912544,96.126004,09 789 600852,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ျပည္ႀကီးတံခြန္ျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထူးေအာင္ေက်ာ္,21.914655,96.116904,09 792 055526,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,ဓာတ္အားခြဲရံု,လီနီယာပါ၀ါကုမၸဏီ,21.955746,96.115018,09 44404 3793,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ျပည့္စံု,21.96865,96.09593,09 40252 1915,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,၀င္း,21.964201,96.075077,09 910 08356,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ယူပီေက,21.9569572,96.101831,09 40256 9339,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဖူဂ်ီ,21.964673,96.108164,09 259 143 028,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မ်ိဳးေဇာ္,21.964823,96.099794,09 910 05959,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကာဒီလိုက္,21.965817,96.111922,09 766 288388,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မြန္းလိုက္,21.967834,96.084179,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မိတ္ဆက္,21.962543,96.080001,09 40257 5782,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂိုးဒင္းလိုက္,21.96281,96.085676,02 407 2741,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေတာ္၀င္အလင္းလ်ွပ္စစ္,21.968792,96.094221,09 44401 3945,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တီႏွင့္တီဆိုင္းကုမၸဏီ,21.95388,96.101099,09 964 844885,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊျမန္မာ,21.959273,96.110924,09 40270 4475,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမစ္၀ါ,21.967643,96.113719,09 777 755622,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟုမ္းပလက္စ္,21.967108,96.119768,09 975 032000,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မိုး,21.962764,96.059149,09 44101 3289,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခ်နိုက္တာလ်ွပ္စစ္,21.955236,96.088118,09 977 904550,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သစၥာျမန္မာ,21.955465,96.105075,09 969 776680,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မင္းသီဟ,21.963616,96.101562,09 960 182790,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လိွဳင္းသစ္,21.967174,96.101119,09 256 118 823,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရာင္ျခည္သစ္,21.963963,96.101408,09 44418 4334,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုေဆြ,21.955377,96.073465,09 430 62987,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းျမတ္,21.965766,96.088125,09 410 01688,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအစက္တီအို,21.963676,96.097093,09 695 311431,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအးပက္စ္အန္မီးလင္း,21.968556,96.096531,09 978 113998,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အင္ပါယာ,21.967011,96.098856,09 779 559377,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊလီထြန္း,21.962341,96.094804,09 910 50340,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၀င္း၀ါ,21.96089,96.095575,09 40225 2052,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ျမန္မာကန္ဂရူး,21.969044,96.083428,09 40024 0033,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,၃၅ လူထုလ်ွပ္စစ္,21.968311,96.076252,09 203 8316,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊပင္လံု,21.967807,96.091032,09 44101 4070,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ခ်မ္းစိန္,21.967581,96.090469,09 259 119 868,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုလက္စီဟုမ္း,21.965629,96.08182,09 44229 9998,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဦးေအာင္နုိင္အိမ္,21.965152,96.109276,09 430 02223,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နထရြန္ျမန္မာ,21.965601,96.115557,09 253 021 622,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေနရွင္နယ္,21.968563,96.093151,09 431 59025,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အမ္အမ္(၃)လ်ွပ္စစ္,21.969336,96.079203,09 202 1146,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,မဟာေအာင္ေျမျမိဳ့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဇင္,21.970147,96.08847,02 402 2318,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ဓာတ္အားျဖန့္ျဖဴးေရး,ေအာင္ေျမသာစံျမိဳ့နယ္လ်ွပ္စစ္မန္ေနဂ်ာရံုး,21.017782,96.097147,02 39 163,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ေအာင္သိဒၳိလ်ွပ္စစ္ျပဳျပင္ေရး(ဦးေအာင္ႀကီး),22.001751,96.119584,09 334 14347,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ရွယ္လက္ရာ,21.981528,96.061749,09 42802 7742,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မာစတာ,21.988831,96.076145,09 910 06198,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကိုမင္းမင္း,21.997035,96.079974,09 973 577796,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အက္အမ္အမ္အန္အမ္အမ္အီလ်ွပ္စစ,21.993062,96.079289,09 40324 6323,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တီဇက္လ်ွပ္စစ္,21.992904,96.079238,09 910 02569,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လမင္းႀကယ္(၂၂လမ္း),21.988953,96.075827,09 44402 4446,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မာစတာ,21.988831,96.076145,09 910 06198,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဦး၀င္းတင္,21.98603,96.08132,09 975 311787,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သစၥာျဖဴ,21.983764,96.078756,02 406 6340,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ငု၀ါ,21.983044,96.082305,02 403 4439,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တကၠသိုလ္,21.983417,96.078958,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စီအက္အက္ ကုမၸဏီ,21.985758,96.079791,02 403 6271,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,တီတီအိတ္ခ်္,21.983977,96.078827,09 259 004 049,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သရဖူ,21.982184,96.100818,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကတီ,21.991151,96.112028,09 977 903712,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နီလာ,21.991837,96.111715,09 40251 9966,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊျပည္ေက်ာ္,21.991737,96.111197,09 257 772 080,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္သိဒၳိလ်ွပ္စစ္ျပဳျပင္ေရး(ဦးေအာင္ႀကီး),22.001751,96.119584,09 334 14347,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,နႏၵာ,21.991317,96.06988,09 203 0079,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အက္တီဗိတ္,21.987396,96.062105,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကဇက္အန္,22.005379,96.106963,09 910 16978,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စီဒဗလ်ဴလ်ွပ္စစ္,21.983042,96.082224,09 200 4486,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပီတီလ်ွပ္စစ္,21.983092,96.079266,09 431 45646,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စတားလိုက္,21.983257,96.079808,02 73 749,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,မန္းေအာင္ေအာင္,22.010196,96.092215,09 40264 2524,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဖန္စီလိုက္,21.008061,96.091961,09 731 77607,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေမလင္း,22.007965,96.0858,09 966 248597,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ပစ္တိုင္းေထာင္,22.003776,98.084617,09 40259 5902,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအာင္နိုင္သူ,22.000871,96.081456,09 263 648 990,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဆမ္ဆမ္မီးအားျမွင့္စက္အမ်ဳးိမ်ိဳး,21.99372,96.071548,09 200 3793,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စိန္,21.983621,96.072856,02 407 1155,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ကူမင္းမင္းေခ်ာင္လ်ွပ္စစ္ဓာတ္ႀကိဳးလုပ္ငန္း,21.983659,96.078442,09 968 660650,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေ၀ယံ,21.005043,96.109267,09 333 13721,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စစ္သည္,21.992566,96.113485,09 44404 3139,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အိုေက ၂၀၀၀,21.992468,96.11349,09 200 6293,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေတာ္၀င္,21.992379,96.11803,09 40276 6217,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေကာင္းထက္,21.991618,96.125409,09 973 781222,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေအေကဇက္,21.984351,96.078309,09 202 1690,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ထိန္ထိန္,21.983376,96.083238,02 61 681,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေအာင္ေျမသာဇံ,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဒဂံု,21.903012,96.083295,02 31 394,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ျမိဳ ့ႀကီးဆည္,21.465067,96.380941,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,ေရအားလွ်ပ္စစ္ဓာတ္အားေပးစက္ရံု,ရဲရြာေရအားလ်ွပ္စစ္ဓာတ္အားေပးစက္ရံု,21.672905,96.474053,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဦးေသာင္းလ်ွပ္စစ္,21.599284,96.135523,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,အံ့ဖြယ္မိုဘိုင္းနွင့္လ်ွပ္စစ္,21.609662,96.134166,09 253 590 005,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊရတီ,21.609035,96.135395,066 50 485,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သာဦး,21.605585,96.136857,09 797 914420,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စကား၀ါ,21.597246,96.130006,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ဆည္ျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လြင္လြင္,21.611782,96.134398,066 205 0066,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ပန္းေတာင္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,လမင္းစိုးလ်ွပ္စစ္,20.849239,95.131882,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ပန္းေတာင္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ရြဲဒိုး,20.844373,95.127592,,,,,,,
မႏၱေလးတိုင္းေဒသႀကီး,ေက်ာက္ပန္းေတာင္းျမို့,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စီးလိုက္,20.84587,95.122917,061 50 128,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,ဒဂံုျမို႕သစ္အေရွ့ပိုင္း,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ေနမင္းထြန္း,16.89311,96.236305,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဟိတခ်ိ,16.788289,96.124095,012301267,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ဂိုးလ္စတားဒိုင္းမြန္း,16.78297,96.128888,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,ေရႊပန္းခ်ီ,16.78838,96.124379,,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,စႏၵီဆိုလာ,16.788491,96.124471,09 44341 4499,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းအေရာင္းဆိုင္,သူငယ္ခ်င္း,16.803645,96.130922,01505483,,,,,,
ရန္ကုန္တိုင္းေဒသျကီး,အလံု,လ်ွပ္စစ္ပစၥည္းျပဳျပင္ေရး,ပနစိုးနစ္,16.785787,96.125255,,,,,,,
